en,ks,domain
"Statement 2710: Sahil is visiting Jammu to get a book.","بیان 2710: Sahil چھُ Jammu گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2710: Did Sahil finish reading in Jammu?","مکالمہ 2710: کیٛاہ Sahilن کوٚرا Jammu منٛز کتاب پران مکمل؟","conversation"
"Statement 2711: Adil is visiting Delhi to get a pen.","بیان 2711: Adil چھُ Delhi گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2711: Did Adil finish writing in Delhi?","مکالمہ 2711: کیٛاہ Adilن کوٚرا Delhi منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2712: Ahmad is visiting Srinagar to get a phone.","بیان 2712: Ahmad چھُ Srinagar گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2712: Did Ahmad finish eating in Srinagar?","مکالمہ 2712: کیٛاہ Ahmadن کوٚرا Srinagar منٛز فون کھوان مکمل؟","conversation"
"Statement 2713: Ali is visiting Gulmarg to get a computer.","بیان 2713: Ali چھُ Gulmarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2713: Did Ali finish drinking in Gulmarg?","مکالمہ 2713: کیٛاہ Aliن کوٚرا Gulmarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2714: Zara is visiting Pahalgam to get a bag.","بیان 2714: Zara چھُ Pahalgam گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2714: Did Zara finish buying in Pahalgam?","مکالمہ 2714: کیٛاہ Zaraن کوٚرا Pahalgam منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2715: Sana is visiting Sonamarg to get a clothes.","بیان 2715: Sana چھُ Sonamarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2715: Did Sana finish selling in Sonamarg?","مکالمہ 2715: کیٛاہ Sanaن کوٚرا Sonamarg منٛز پلو کینان مکمل؟","conversation"
"Statement 2716: Bilal is visiting Anantnag to get a shoes.","بیان 2716: Bilal چھُ Anantnag گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2716: Did Bilal finish searching in Anantnag?","مکالمہ 2716: کیٛاہ Bilalن کوٚرا Anantnag منٛز جوتی لبان مکمل؟","conversation"
"Statement 2717: Tariq is visiting Baramulla to get a house.","بیان 2717: Tariq چھُ Baramulla گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2717: Did Tariq finish bringing in Baramulla?","مکالمہ 2717: کیٛاہ Tariqن کوٚرا Baramulla منٛز گھر انان مکمل؟","conversation"
"Statement 2718: Fatima is visiting Kupwara to get a car.","بیان 2718: Fatima چھُ Kupwara گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2718: Did Fatima finish making in Kupwara?","مکالمہ 2718: کیٛاہ Fatimaن کوٚرا Kupwara منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2719: Ayesha is visiting Budgam to get a key.","بیان 2719: Ayesha چھُ Budgam گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2719: Did Ayesha finish learning in Budgam?","مکالمہ 2719: کیٛاہ Ayeshaن کوٚرا Budgam منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2720: Omar is visiting Pulwama to get a book.","بیان 2720: Omar چھُ Pulwama گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2720: Did Omar finish reading in Pulwama?","مکالمہ 2720: کیٛاہ Omarن کوٚرا Pulwama منٛز کتاب پران مکمل؟","conversation"
"Statement 2721: Zainab is visiting Ganderbal to get a pen.","بیان 2721: Zainab چھُ Ganderbal گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2721: Did Zainab finish writing in Ganderbal?","مکالمہ 2721: کیٛاہ Zainabن کوٚرا Ganderbal منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2722: Sahil is visiting Jammu to get a phone.","بیان 2722: Sahil چھُ Jammu گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2722: Did Sahil finish eating in Jammu?","مکالمہ 2722: کیٛاہ Sahilن کوٚرا Jammu منٛز فون کھوان مکمل؟","conversation"
"Statement 2723: Adil is visiting Delhi to get a computer.","بیان 2723: Adil چھُ Delhi گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2723: Did Adil finish drinking in Delhi?","مکالمہ 2723: کیٛاہ Adilن کوٚرا Delhi منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2724: Ahmad is visiting Srinagar to get a bag.","بیان 2724: Ahmad چھُ Srinagar گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2724: Did Ahmad finish buying in Srinagar?","مکالمہ 2724: کیٛاہ Ahmadن کوٚرا Srinagar منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2725: Ali is visiting Gulmarg to get a clothes.","بیان 2725: Ali چھُ Gulmarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2725: Did Ali finish selling in Gulmarg?","مکالمہ 2725: کیٛاہ Aliن کوٚرا Gulmarg منٛز پلو کینان مکمل؟","conversation"
"Statement 2726: Zara is visiting Pahalgam to get a shoes.","بیان 2726: Zara چھُ Pahalgam گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2726: Did Zara finish searching in Pahalgam?","مکالمہ 2726: کیٛاہ Zaraن کوٚرا Pahalgam منٛز جوتی لبان مکمل؟","conversation"
"Statement 2727: Sana is visiting Sonamarg to get a house.","بیان 2727: Sana چھُ Sonamarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2727: Did Sana finish bringing in Sonamarg?","مکالمہ 2727: کیٛاہ Sanaن کوٚرا Sonamarg منٛز گھر انان مکمل؟","conversation"
"Statement 2728: Bilal is visiting Anantnag to get a car.","بیان 2728: Bilal چھُ Anantnag گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2728: Did Bilal finish making in Anantnag?","مکالمہ 2728: کیٛاہ Bilalن کوٚرا Anantnag منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2729: Tariq is visiting Baramulla to get a key.","بیان 2729: Tariq چھُ Baramulla گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2729: Did Tariq finish learning in Baramulla?","مکالمہ 2729: کیٛاہ Tariqن کوٚرا Baramulla منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2730: Fatima is visiting Kupwara to get a book.","بیان 2730: Fatima چھُ Kupwara گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2730: Did Fatima finish reading in Kupwara?","مکالمہ 2730: کیٛاہ Fatimaن کوٚرا Kupwara منٛز کتاب پران مکمل؟","conversation"
"Statement 2731: Ayesha is visiting Budgam to get a pen.","بیان 2731: Ayesha چھُ Budgam گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2731: Did Ayesha finish writing in Budgam?","مکالمہ 2731: کیٛاہ Ayeshaن کوٚرا Budgam منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2732: Omar is visiting Pulwama to get a phone.","بیان 2732: Omar چھُ Pulwama گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2732: Did Omar finish eating in Pulwama?","مکالمہ 2732: کیٛاہ Omarن کوٚرا Pulwama منٛز فون کھوان مکمل؟","conversation"
"Statement 2733: Zainab is visiting Ganderbal to get a computer.","بیان 2733: Zainab چھُ Ganderbal گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2733: Did Zainab finish drinking in Ganderbal?","مکالمہ 2733: کیٛاہ Zainabن کوٚرا Ganderbal منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2734: Sahil is visiting Jammu to get a bag.","بیان 2734: Sahil چھُ Jammu گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2734: Did Sahil finish buying in Jammu?","مکالمہ 2734: کیٛاہ Sahilن کوٚرا Jammu منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2735: Adil is visiting Delhi to get a clothes.","بیان 2735: Adil چھُ Delhi گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2735: Did Adil finish selling in Delhi?","مکالمہ 2735: کیٛاہ Adilن کوٚرا Delhi منٛز پلو کینان مکمل؟","conversation"
"Statement 2736: Ahmad is visiting Srinagar to get a shoes.","بیان 2736: Ahmad چھُ Srinagar گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2736: Did Ahmad finish searching in Srinagar?","مکالمہ 2736: کیٛاہ Ahmadن کوٚرا Srinagar منٛز جوتی لبان مکمل؟","conversation"
"Statement 2737: Ali is visiting Gulmarg to get a house.","بیان 2737: Ali چھُ Gulmarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2737: Did Ali finish bringing in Gulmarg?","مکالمہ 2737: کیٛاہ Aliن کوٚرا Gulmarg منٛز گھر انان مکمل؟","conversation"
"Statement 2738: Zara is visiting Pahalgam to get a car.","بیان 2738: Zara چھُ Pahalgam گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2738: Did Zara finish making in Pahalgam?","مکالمہ 2738: کیٛاہ Zaraن کوٚرا Pahalgam منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2739: Sana is visiting Sonamarg to get a key.","بیان 2739: Sana چھُ Sonamarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2739: Did Sana finish learning in Sonamarg?","مکالمہ 2739: کیٛاہ Sanaن کوٚرا Sonamarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2740: Bilal is visiting Anantnag to get a book.","بیان 2740: Bilal چھُ Anantnag گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2740: Did Bilal finish reading in Anantnag?","مکالمہ 2740: کیٛاہ Bilalن کوٚرا Anantnag منٛز کتاب پران مکمل؟","conversation"
"Statement 2741: Tariq is visiting Baramulla to get a pen.","بیان 2741: Tariq چھُ Baramulla گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2741: Did Tariq finish writing in Baramulla?","مکالمہ 2741: کیٛاہ Tariqن کوٚرا Baramulla منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2742: Fatima is visiting Kupwara to get a phone.","بیان 2742: Fatima چھُ Kupwara گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2742: Did Fatima finish eating in Kupwara?","مکالمہ 2742: کیٛاہ Fatimaن کوٚرا Kupwara منٛز فون کھوان مکمل؟","conversation"
"Statement 2743: Ayesha is visiting Budgam to get a computer.","بیان 2743: Ayesha چھُ Budgam گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2743: Did Ayesha finish drinking in Budgam?","مکالمہ 2743: کیٛاہ Ayeshaن کوٚرا Budgam منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2744: Omar is visiting Pulwama to get a bag.","بیان 2744: Omar چھُ Pulwama گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2744: Did Omar finish buying in Pulwama?","مکالمہ 2744: کیٛاہ Omarن کوٚرا Pulwama منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2745: Zainab is visiting Ganderbal to get a clothes.","بیان 2745: Zainab چھُ Ganderbal گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2745: Did Zainab finish selling in Ganderbal?","مکالمہ 2745: کیٛاہ Zainabن کوٚرا Ganderbal منٛز پلو کینان مکمل؟","conversation"
"Statement 2746: Sahil is visiting Jammu to get a shoes.","بیان 2746: Sahil چھُ Jammu گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2746: Did Sahil finish searching in Jammu?","مکالمہ 2746: کیٛاہ Sahilن کوٚرا Jammu منٛز جوتی لبان مکمل؟","conversation"
"Statement 2747: Adil is visiting Delhi to get a house.","بیان 2747: Adil چھُ Delhi گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2747: Did Adil finish bringing in Delhi?","مکالمہ 2747: کیٛاہ Adilن کوٚرا Delhi منٛز گھر انان مکمل؟","conversation"
"Statement 2748: Ahmad is visiting Srinagar to get a car.","بیان 2748: Ahmad چھُ Srinagar گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2748: Did Ahmad finish making in Srinagar?","مکالمہ 2748: کیٛاہ Ahmadن کوٚرا Srinagar منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2749: Ali is visiting Gulmarg to get a key.","بیان 2749: Ali چھُ Gulmarg گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2749: Did Ali finish learning in Gulmarg?","مکالمہ 2749: کیٛاہ Aliن کوٚرا Gulmarg منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2750: Zara is visiting Pahalgam to get a book.","بیان 2750: Zara چھُ Pahalgam گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2750: Did Zara finish reading in Pahalgam?","مکالمہ 2750: کیٛاہ Zaraن کوٚرا Pahalgam منٛز کتاب پران مکمل؟","conversation"
"Statement 2751: Sana is visiting Sonamarg to get a pen.","بیان 2751: Sana چھُ Sonamarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2751: Did Sana finish writing in Sonamarg?","مکالمہ 2751: کیٛاہ Sanaن کوٚرا Sonamarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2752: Bilal is visiting Anantnag to get a phone.","بیان 2752: Bilal چھُ Anantnag گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2752: Did Bilal finish eating in Anantnag?","مکالمہ 2752: کیٛاہ Bilalن کوٚرا Anantnag منٛز فون کھوان مکمل؟","conversation"
"Statement 2753: Tariq is visiting Baramulla to get a computer.","بیان 2753: Tariq چھُ Baramulla گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2753: Did Tariq finish drinking in Baramulla?","مکالمہ 2753: کیٛاہ Tariqن کوٚرا Baramulla منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2754: Fatima is visiting Kupwara to get a bag.","بیان 2754: Fatima چھُ Kupwara گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2754: Did Fatima finish buying in Kupwara?","مکالمہ 2754: کیٛاہ Fatimaن کوٚرا Kupwara منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2755: Ayesha is visiting Budgam to get a clothes.","بیان 2755: Ayesha چھُ Budgam گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2755: Did Ayesha finish selling in Budgam?","مکالمہ 2755: کیٛاہ Ayeshaن کوٚرا Budgam منٛز پلو کینان مکمل؟","conversation"
"Statement 2756: Omar is visiting Pulwama to get a shoes.","بیان 2756: Omar چھُ Pulwama گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2756: Did Omar finish searching in Pulwama?","مکالمہ 2756: کیٛاہ Omarن کوٚرا Pulwama منٛز جوتی لبان مکمل؟","conversation"
"Statement 2757: Zainab is visiting Ganderbal to get a house.","بیان 2757: Zainab چھُ Ganderbal گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2757: Did Zainab finish bringing in Ganderbal?","مکالمہ 2757: کیٛاہ Zainabن کوٚرا Ganderbal منٛز گھر انان مکمل؟","conversation"
"Statement 2758: Sahil is visiting Jammu to get a car.","بیان 2758: Sahil چھُ Jammu گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2758: Did Sahil finish making in Jammu?","مکالمہ 2758: کیٛاہ Sahilن کوٚرا Jammu منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2759: Adil is visiting Delhi to get a key.","بیان 2759: Adil چھُ Delhi گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2759: Did Adil finish learning in Delhi?","مکالمہ 2759: کیٛاہ Adilن کوٚرا Delhi منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2760: Ahmad is visiting Srinagar to get a book.","بیان 2760: Ahmad چھُ Srinagar گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2760: Did Ahmad finish reading in Srinagar?","مکالمہ 2760: کیٛاہ Ahmadن کوٚرا Srinagar منٛز کتاب پران مکمل؟","conversation"
"Statement 2761: Ali is visiting Gulmarg to get a pen.","بیان 2761: Ali چھُ Gulmarg گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2761: Did Ali finish writing in Gulmarg?","مکالمہ 2761: کیٛاہ Aliن کوٚرا Gulmarg منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2762: Zara is visiting Pahalgam to get a phone.","بیان 2762: Zara چھُ Pahalgam گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2762: Did Zara finish eating in Pahalgam?","مکالمہ 2762: کیٛاہ Zaraن کوٚرا Pahalgam منٛز فون کھوان مکمل؟","conversation"
"Statement 2763: Sana is visiting Sonamarg to get a computer.","بیان 2763: Sana چھُ Sonamarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2763: Did Sana finish drinking in Sonamarg?","مکالمہ 2763: کیٛاہ Sanaن کوٚرا Sonamarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2764: Bilal is visiting Anantnag to get a bag.","بیان 2764: Bilal چھُ Anantnag گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2764: Did Bilal finish buying in Anantnag?","مکالمہ 2764: کیٛاہ Bilalن کوٚرا Anantnag منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2765: Tariq is visiting Baramulla to get a clothes.","بیان 2765: Tariq چھُ Baramulla گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2765: Did Tariq finish selling in Baramulla?","مکالمہ 2765: کیٛاہ Tariqن کوٚرا Baramulla منٛز پلو کینان مکمل؟","conversation"
"Statement 2766: Fatima is visiting Kupwara to get a shoes.","بیان 2766: Fatima چھُ Kupwara گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2766: Did Fatima finish searching in Kupwara?","مکالمہ 2766: کیٛاہ Fatimaن کوٚرا Kupwara منٛز جوتی لبان مکمل؟","conversation"
"Statement 2767: Ayesha is visiting Budgam to get a house.","بیان 2767: Ayesha چھُ Budgam گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2767: Did Ayesha finish bringing in Budgam?","مکالمہ 2767: کیٛاہ Ayeshaن کوٚرا Budgam منٛز گھر انان مکمل؟","conversation"
"Statement 2768: Omar is visiting Pulwama to get a car.","بیان 2768: Omar چھُ Pulwama گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2768: Did Omar finish making in Pulwama?","مکالمہ 2768: کیٛاہ Omarن کوٚرا Pulwama منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2769: Zainab is visiting Ganderbal to get a key.","بیان 2769: Zainab چھُ Ganderbal گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2769: Did Zainab finish learning in Ganderbal?","مکالمہ 2769: کیٛاہ Zainabن کوٚرا Ganderbal منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2770: Sahil is visiting Jammu to get a book.","بیان 2770: Sahil چھُ Jammu گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2770: Did Sahil finish reading in Jammu?","مکالمہ 2770: کیٛاہ Sahilن کوٚرا Jammu منٛز کتاب پران مکمل؟","conversation"
"Statement 2771: Adil is visiting Delhi to get a pen.","بیان 2771: Adil چھُ Delhi گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2771: Did Adil finish writing in Delhi?","مکالمہ 2771: کیٛاہ Adilن کوٚرا Delhi منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2772: Ahmad is visiting Srinagar to get a phone.","بیان 2772: Ahmad چھُ Srinagar گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2772: Did Ahmad finish eating in Srinagar?","مکالمہ 2772: کیٛاہ Ahmadن کوٚرا Srinagar منٛز فون کھوان مکمل؟","conversation"
"Statement 2773: Ali is visiting Gulmarg to get a computer.","بیان 2773: Ali چھُ Gulmarg گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2773: Did Ali finish drinking in Gulmarg?","مکالمہ 2773: کیٛاہ Aliن کوٚرا Gulmarg منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2774: Zara is visiting Pahalgam to get a bag.","بیان 2774: Zara چھُ Pahalgam گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2774: Did Zara finish buying in Pahalgam?","مکالمہ 2774: کیٛاہ Zaraن کوٚرا Pahalgam منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2775: Sana is visiting Sonamarg to get a clothes.","بیان 2775: Sana چھُ Sonamarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2775: Did Sana finish selling in Sonamarg?","مکالمہ 2775: کیٛاہ Sanaن کوٚرا Sonamarg منٛز پلو کینان مکمل؟","conversation"
"Statement 2776: Bilal is visiting Anantnag to get a shoes.","بیان 2776: Bilal چھُ Anantnag گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2776: Did Bilal finish searching in Anantnag?","مکالمہ 2776: کیٛاہ Bilalن کوٚرا Anantnag منٛز جوتی لبان مکمل؟","conversation"
"Statement 2777: Tariq is visiting Baramulla to get a house.","بیان 2777: Tariq چھُ Baramulla گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2777: Did Tariq finish bringing in Baramulla?","مکالمہ 2777: کیٛاہ Tariqن کوٚرا Baramulla منٛز گھر انان مکمل؟","conversation"
"Statement 2778: Fatima is visiting Kupwara to get a car.","بیان 2778: Fatima چھُ Kupwara گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2778: Did Fatima finish making in Kupwara?","مکالمہ 2778: کیٛاہ Fatimaن کوٚرا Kupwara منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2779: Ayesha is visiting Budgam to get a key.","بیان 2779: Ayesha چھُ Budgam گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2779: Did Ayesha finish learning in Budgam?","مکالمہ 2779: کیٛاہ Ayeshaن کوٚرا Budgam منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2780: Omar is visiting Pulwama to get a book.","بیان 2780: Omar چھُ Pulwama گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2780: Did Omar finish reading in Pulwama?","مکالمہ 2780: کیٛاہ Omarن کوٚرا Pulwama منٛز کتاب پران مکمل؟","conversation"
"Statement 2781: Zainab is visiting Ganderbal to get a pen.","بیان 2781: Zainab چھُ Ganderbal گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2781: Did Zainab finish writing in Ganderbal?","مکالمہ 2781: کیٛاہ Zainabن کوٚرا Ganderbal منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2782: Sahil is visiting Jammu to get a phone.","بیان 2782: Sahil چھُ Jammu گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2782: Did Sahil finish eating in Jammu?","مکالمہ 2782: کیٛاہ Sahilن کوٚرا Jammu منٛز فون کھوان مکمل؟","conversation"
"Statement 2783: Adil is visiting Delhi to get a computer.","بیان 2783: Adil چھُ Delhi گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2783: Did Adil finish drinking in Delhi?","مکالمہ 2783: کیٛاہ Adilن کوٚرا Delhi منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2784: Ahmad is visiting Srinagar to get a bag.","بیان 2784: Ahmad چھُ Srinagar گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2784: Did Ahmad finish buying in Srinagar?","مکالمہ 2784: کیٛاہ Ahmadن کوٚرا Srinagar منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2785: Ali is visiting Gulmarg to get a clothes.","بیان 2785: Ali چھُ Gulmarg گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2785: Did Ali finish selling in Gulmarg?","مکالمہ 2785: کیٛاہ Aliن کوٚرا Gulmarg منٛز پلو کینان مکمل؟","conversation"
"Statement 2786: Zara is visiting Pahalgam to get a shoes.","بیان 2786: Zara چھُ Pahalgam گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2786: Did Zara finish searching in Pahalgam?","مکالمہ 2786: کیٛاہ Zaraن کوٚرا Pahalgam منٛز جوتی لبان مکمل؟","conversation"
"Statement 2787: Sana is visiting Sonamarg to get a house.","بیان 2787: Sana چھُ Sonamarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2787: Did Sana finish bringing in Sonamarg?","مکالمہ 2787: کیٛاہ Sanaن کوٚرا Sonamarg منٛز گھر انان مکمل؟","conversation"
"Statement 2788: Bilal is visiting Anantnag to get a car.","بیان 2788: Bilal چھُ Anantnag گژھان اکھ گاڑی نینَہ باپت۔","general"
"Dialogue 2788: Did Bilal finish making in Anantnag?","مکالمہ 2788: کیٛاہ Bilalن کوٚرا Anantnag منٛز گاڑی بناوان مکمل؟","conversation"
"Statement 2789: Tariq is visiting Baramulla to get a key.","بیان 2789: Tariq چھُ Baramulla گژھان اکھ چابی نینَہ باپت۔","general"
"Dialogue 2789: Did Tariq finish learning in Baramulla?","مکالمہ 2789: کیٛاہ Tariqن کوٚرا Baramulla منٛز چابی ہیچھان مکمل؟","conversation"
"Statement 2790: Fatima is visiting Kupwara to get a book.","بیان 2790: Fatima چھُ Kupwara گژھان اکھ کتاب نینَہ باپت۔","general"
"Dialogue 2790: Did Fatima finish reading in Kupwara?","مکالمہ 2790: کیٛاہ Fatimaن کوٚرا Kupwara منٛز کتاب پران مکمل؟","conversation"
"Statement 2791: Ayesha is visiting Budgam to get a pen.","بیان 2791: Ayesha چھُ Budgam گژھان اکھ قلم نینَہ باپت۔","general"
"Dialogue 2791: Did Ayesha finish writing in Budgam?","مکالمہ 2791: کیٛاہ Ayeshaن کوٚرا Budgam منٛز قلم لیکھان مکمل؟","conversation"
"Statement 2792: Omar is visiting Pulwama to get a phone.","بیان 2792: Omar چھُ Pulwama گژھان اکھ فون نینَہ باپت۔","general"
"Dialogue 2792: Did Omar finish eating in Pulwama?","مکالمہ 2792: کیٛاہ Omarن کوٚرا Pulwama منٛز فون کھوان مکمل؟","conversation"
"Statement 2793: Zainab is visiting Ganderbal to get a computer.","بیان 2793: Zainab چھُ Ganderbal گژھان اکھ کمپیوٹر نینَہ باپت۔","general"
"Dialogue 2793: Did Zainab finish drinking in Ganderbal?","مکالمہ 2793: کیٛاہ Zainabن کوٚرا Ganderbal منٛز کمپیوٹر چیوان مکمل؟","conversation"
"Statement 2794: Sahil is visiting Jammu to get a bag.","بیان 2794: Sahil چھُ Jammu گژھان اکھ بستہٕ نینَہ باپت۔","general"
"Dialogue 2794: Did Sahil finish buying in Jammu?","مکالمہ 2794: کیٛاہ Sahilن کوٚرا Jammu منٛز بستہٕ مول گِنان مکمل؟","conversation"
"Statement 2795: Adil is visiting Delhi to get a clothes.","بیان 2795: Adil چھُ Delhi گژھان اکھ پلو نینَہ باپت۔","general"
"Dialogue 2795: Did Adil finish selling in Delhi?","مکالمہ 2795: کیٛاہ Adilن کوٚرا Delhi منٛز پلو کینان مکمل؟","conversation"
"Statement 2796: Ahmad is visiting Srinagar to get a shoes.","بیان 2796: Ahmad چھُ Srinagar گژھان اکھ جوتی نینَہ باپت۔","general"
"Dialogue 2796: Did Ahmad finish searching in Srinagar?","مکالمہ 2796: کیٛاہ Ahmadن کوٚرا Srinagar منٛز جوتی لبان مکمل؟","conversation"
"Statement 2797: Ali is visiting Gulmarg to get a house.","بیان 2797: Ali چھُ Gulmarg گژھان اکھ گھر نینَہ باپت۔","general"
"Dialogue 2797: Did Ali finish bringing in Gulmarg?","مکالمہ 2797: کیٛاہ Aliن کوٚرا Gulmarg منٛز گھر انان مکمل؟","conversation"
