en,ks,domain
"The referee, who was six yards away, pointed both his palms downwards to signal the defenders to ease out of the tackle.","ریفرین، یُس شیٚہ گز دوٗر اوس، کٔر ڈیفینڈرن ٹیکل مۄکلاونہٕ باپتھ اِشارٕہاونہٕ خٲطرٕ پنٕنہِ دۄشٕوے اتھہٕ بوٚن کُن ۔","general"
"It offers DEPM, B.TECH (Electronics Engineering), M.Tech (Electronics Design Technology), Ph.D., and short-term courses.","یہِ چھُ ڈی ایی پی ایم، بی۔ٹیٚک (الیکٹرانکس انجینئرنگ)، ایم۔ٹیٚک (الیکٹرانکس ڈیزائن ٹیکنالوجی)، پی ایچ ڈی، تہٕ مختصر۔وقتٕی کورس پیش کران۔","general"
"In January 2012, Obama issued a Call to Action to Invest in America at the White House ""Insourcing American Jobs"" Forum.","جنوری 2012 ہَس مَنٛز کوٚر اوباما ہَن وائٹ ہاؤس ""انسورسنگ امریکن جابس"" فورمَس منز امریکہ ہَس منز پونٛسہٕ لاگنہٕ خٲطرٕ کال ٹوٚ ایکشن جٲرِی۔","general"
"Similarly, when liquidity is tight, RBI will buy government securities and thereby inject money supply into the economy.","یتھے پٲٹھۍ، ییٚلہِ لیٖکوِڈِٹی تنٛگ آسہِ، تیٚلہِ ہیٚیہِ آر بی آے سرکٲرۍ تحفظات تہٕ کرِ معیشتس پونسچ فراہمی بحال۔","general"
"In recent days, there have been divergent views on the exchange rate of the rupee and the adequacy of our forex reserves.","حالیہ دۄہن منٛز، آیہِ رۄپیہِ ہندِس شرح مُبٲدِلس تہٕ سانٮ۪ن زر مبٲدِلہٕ كین ذٔخیٖرن ہٕنٛدس كٲفی آسنس پٮ۪ٹھ مٗختلِف خیالات برٛۄنٛہہ کُن۔","general"
"Therefore, such amounts of interest do not become overdue and hence NPA, with reference to the date of debit of interest.","یِتھہٕ كٕنہِ چھِنہٕ سوٗدٕكہِ یِم رقم وٲجب الادا بنان تہٕ لِہذا سوُد کہِ قرض بننٕكہِ تٲریٖخہٕ كہِ حوالہٕ اٮ۪ن پی اے بنان ۔","general"
"Bank credit grew at an accelerated pace of 16.2 percent y-o-y as on September 9, 2022, as against 6.7 percent a year ago.","بنٛک کرٛیٚڈِٹ ہُریٛوو 9 ستمبر 2022 ، 16.2 فیٖصد ؤریہِ کہِ رفتارٕ سۭتہِ ، یُس اکھ ؤری برٛۄنٛہہ 6.7 فیٖصد اوس۔","general"
"In the past, a letter would take days to reach, and every recipient would get his or her own copy and respond separately.","پتھ کالہِ ٲسہِ أکِس چِٹھِ کُنہِ جایہِ واتنس دۄہ وادٕ لگان، تہٕ پرٛٮ۪تھ کٲنٛسہِ رٹن وٲلِس اوس امیُک اکھ نقٕل میلان، تہٕ تم ٲسۍ اتھ الگ الگ جواب دِوان۔","general"
"His article, an excerpt from a forthcoming book, offers a vivid picture of the subterranean world of exploitation cinema.","تتہنٛد مضموٗن، اکہِ ینہٕ واجٮ۪ن کِتابِ ہُنٛد اقتِباس چھُ سنیما كہِ ناجٲیِز اِستعمالکہِ زیر زمین دنیا ہٕچ اکھ واضح تَصویٖر پیش کران۔","general"
"Land use policies that discourage shoreline building will leave communities more flexibility to deal with sea level rise.","زمین کہِ استعمالٕچہِ حیكمت عملی یۄسہٕ سمندر بَٹھہِ تٲمیراتن ہنز حوصلہٕ شِکنی ہاوِ برادرِین سمنررس آب كھسنس سٕتہِ ورتٗن ۔","general"
"We are also going to organize a few important lectures, including the program of observance of 'Azadi Ka Amrit Mahotsav'.","اسہِ کرو بیٚیہِ کٮ۪نٛہَن تقریرن ہُنٛد اہتِمام یمن منٛز “آزادی کا امرت مہوتسو“ مناونُک پروگرام تہِ شٲمِل چھُ۔","general"
"So, it was not difficult for the ascetic Gotama to find another religious teacher who was more competent than the former.","لہٰذا، گوتم ریشِس خٲطرٕ اوس نہٕ بیٛاکھ اکھ مذہبی استاد ژھارُن مُشکِل یُس برٛونٛہِمہِ سٕندِ کھۄتہٕ زیٛادٕ قٲبَل اوس ۔","general"
"The bulk of the scripture is divided into 31 main ragas, with each Granth raga subdivided according to length and author.","صحیفُک بوٚڑ حصہٕ چھُ 31 اَہَم راگن مَنٛز تقسیٖم کرنہٕ آمُت، پرٮ۪تھ کانٛہہ گرنتھ راگ چھُ زیچھرٕ تہٕ مصنِف سٕندِ حِسابہٕ تقسیٖم کرنہٕ آمُت چھٗ ۔","general"
"Like the 51st edition, this edition was also held in a hybrid format that combined online and face-to-face participation.","51 ہمہِ اٮ۪ڈِشنٕکہِ پٲٹھۍ چھُ یہِ ایٚڈِشن تہِ أکِس ہایبرٛڈ فارمیٹس منٛز منعقٕد کرنہٕ یوان، یتھ منٛز آن لاین تہٕ بٕتھِ کنہِ شرکت رلاونہٕ آمٕژچھےٚ ۔","general"
"In the 1980s, the Spanish firm Esperanza y Cia developed a 120-mm mortar bomb that contained 21 anti-armour submunitions.","1980 کِس دہلِس مَنٛز کوٚر ہسپینی كاربٲرِ ادارٕ ایسپرانزا واۓ سیا ہَن 120 ملی میٹر مارٹر بم تیار یَتھ مَنٛز 21 بختر بند شِكن بوروُد اوس ۔","general"
"The sole owner and the nominee shall execute two forms, INC-3 and INC-4, for the entire process of change in the nominee.","وٲحد مٲلکس تہٕ نامزد شخصس چھِ نامزدگی مَنٛز بَدلاوُ کہِ پوٗرٕ عملہٕ خٲطرٕ زٕ فارم، آیۍ این سی-3 تہٕ آیۍ این سی-4 بھرٕنہِ ۔","general"
"On May 29 security forces attacked a demonstration in the Al-Kalakla neighbourhood of Khartoum with tear gas and bullets.","29 مئی دوہ کوٚر دفٲیی دستو٘ خرطوم کِس الکلاکلہ محلَس مَنٛز أکِس مُظٲہِرَس پٮ۪ٹھ ٹیٚر گیس تہٕ گولیٚو سۭتہِ حملہٕ۔","general"
"India sent its first national team to the Olympics in 1920 and has participated in every Summer Olympic Games ever since.","ہندوستانَن سوٗز 1920 ہَس مَنٛز اولمپکسَس مَنٛز پنٕٗن گۄڈنیوٗك قومی ٹیٖم تہٕ تنہٕ پیٹھہٕ نیٚوُن پرٮ۪تھ سَمر اولمپک گیمَزن مَنٛز حصہٕ۔","general"
"In fact, the caloric density, protein, carbohydrate and fat in breast milk are very important for the growth of the child.","در حقیقت ، چھِ ماجہِ ہٕنٛدس دۄدس منٛز موٗجوٗد کٮ۪لارِک ڈٮ۪نسِٹی، پرٛوٹیٖن، کاربوہایڈرٛیٹ تہٕ فیٹ شُرِ سٕنٛدِ نشونُما خٲطرٕ سٮ۪ٹھاہ ضروُری ۔","general"
"Towards utilization of a radioisotope, first and foremost, it must be separated from HLLW in a radio-chemically pure form.","ریڈیوآاسوٹوپ کہِ استعمالہٕ خٲطرٕگژھِ یہِ ساروٕے کھۄتہٕ گۄڈٕ ایچ ایل ایل ڈبلیو نِش ریڑیو کیمیٲوی صاف شکلہِ منٛز الگ کرنہٕ یُن۔","general"
"The first T-20 international match between men's teams was played on February 17, 2005, between Australia and New Zealand.","مردن ہندین ٹیمَن درمیان آو گۄڈٕنیُک ٹی-20 انٹرنیشنل میچ 17 فروری 2005 ژس مَنٛز آسٹریلیا تہٕ نیوزی لینڈس درمیان گنٛدٕنہٕ۔","general"
"When the epicenter of a large earthquake is located offshore, the seabed may be displaced sufficiently to cause a tsunami.","ییٚلہِ کُنہِ بڑِ بٕنلیُک مرکز سوٚدرٕ بٔٹھہِ دوُر آسان چھٗ ، تیٚلہِ ہیكہِ سوٚدرٕ کِس فرٕشس واریاہ الہٕ ڈلہٕ گژھِتھ سٗنامی یِتھ۔","general"
"Cuban officials estimate roughly 1.6 million tourists visited Cuba in 1999, yielding about $1.9 billion in gross revenues.","کیوبا کٮ۪ن حُکامَن ہُنٛد اندازٕ چھُ زِ 1999 تھس مَنٛز کوٚر تقریباً 1.6 ملین سیاحو کیوبا ہُک دورٕ، یَمٕچ مجموعی آمدنی تقریباً 1.9 بلین ڈالر ٲس۔","general"
"You may begin by adding a spoonful of grated coconut into the cylindrical container, followed by the well-mixed rice flour.","توہہِ ہیٚکِو اکھ گٕہِتھ کھوٗپرٕ چمچہٕ اتھ گول بانس منٛز ترٛاونہٕ سۭتہِ شروٗع کٔرِتھ تہٕ امہِ پتہٕ اصٕل پٲٹھہِ رلوومُت توٚملہٕ اوٹ ترٛٲوِتھ ۔","general"
"More modern perspectives like the New Indian Cinema appear which aim to break with the traditional Bollywoodian aesthetics.","نیو انڈین سنیما گو بییٚہِ جدید نَظٔرِیہِ ہیتھ ظٲہر یمِیوٗك مقصد رِوایتی بالی ووڈُک جمالِیات پٕٗھٹراوُن چھُ۔","general"
"If the land cover delineations are done on a computer screen, the land cover map is created during the delineation process.","اگر زمیٖنہِ ہِنٛدِ سطحچہِ وكھرگی کمپیوٹر سکرینَس پٮ۪ٹھ یِیہِ کرنہٕ، زمیٖنہِ ہِنٛدِ سطحُک نقشہٕ چھٗ الگ كڈنٕچِ عملہِ دوران بناونہٕ یوان ۔","general"
"He is said to have illumined the material side of this earth instead of the spiritual and is thus condemned by Zarathustra.","أمِس متعلق چھِ وننہٕ یِوان زِ تٔمہِ چھُ روحٲنی بدلہٕ امہِ زمیٖن ہُنٛد مٲدی پہلو روشن کوٚرمُت تہٕ یِتھٕ کٔنہِ کٔر زرتٗشتن اہنٛز مَذمَت۔","general"
"During the Tokyo Olympic cycle, I would go to a psychologist, but I never made it a priority and didn't look after my body.","ٹوکیو اولمپک سائیکلس دوران، گژھہٕ بہٕ أکِس مٲہر نفسیاتَس نِش، مگر مےٚ دِژ نہٕ اتھ زانٛہہ تہِ ترجیح تہٕ کٔرٕم نہٕ پننہِ جسمٕچ دیکھ بال۔","general"
"The average precipitation per month varies between 54mm (2.1 inches) for February and April and 78mm (3.1 inches) for July.","فروری تہٕ اپریل خٲطرٕ چھُ پرٮ۪تھ رٮ۪تہٕ روُدٗك اوسط 54 ملی میٹر (2.1 اِنٛچ) درمیان آسان تہٕ جولائی خٲطرٕ 78 ملی میٹر (3.1 اِنٛچ) ۔","general"
"These vaccines either contained inactivated (killed) influenza virus or weakened live virus that could not cause influenza.","یمن ویکسینن منٛز ٲسۍ یا تہٕ سکتہ کرۍمتۍ (مارنہٕ آمٕتۍ) اِنفلوٗینزا وایرس یا کمزور زندہ وایرس یم نہٕ انفلوٗینزاہُک وجہ بٔنِتھ ہیکہٕ ہن۔","general"
"Madang is good for scuba diving of all levels, and the coral reefs are home to a variety of rare species of colourful fish.","مدانگ چھُ پرٮ۪تھ سطح چہِ سکوبا ڈائیونگ خٲطرٕ اصٕل، تہٕ کوریل ریف چھُ رنگ بہ رنگۍ گاڈن ہنٛدین مُختٔلِف نایاب قسمٕن ہُنٛد مشكن ۔","general"
"From Valmiki's description of the capital of Kosala, it is clear that ancient Ayodhya was not inferior to our modern cities.","والمیكی سندِ رازدانہِ كوشلچہِ وضاحت تلہٕ چھٗ عیاں گژھان زِ قدیم ایودھیا ٲس نہٕ سانیو جدید شہرو٘ كھوتہٕ كٗنہِ طریقہٕ كم ۔","general"
"However, in the next campaign, offshore basins (East Coast, West Coast and Andaman) up to EEZ boundaries are being taken up.","وونہِ گو٘ ، یِنہٕ واجنہِ مٗہمہِ منٛز یِن سٲٛحلہٕ دوُر خلیجن (مشرقی سمندرِی سٲٛحِل ، مغربی سمندر سٲٛحِل تہٕ انڈیمان) ای ای زیٚڈ حدس تام شٲمِل كرنہٕ ۔","general"
"Combining indicators for all these parameters, a qualitative grade was composed for the quality of facilities in each state.","یِمَن تمام میزانن ہِندِ اشارٕ یکجا کٔرِتھ آیہ پرٮ۪تھ ریاستس مَنٛز سہوٗلیات ہندِ معیار خٲطرٕ اکھ میٲری درجہ بندی بناونہٕ۔","general"
"The coach chambers of the train are steeped in history, under a sky of intricate craftsmanship that narrates timeless tales.","ٹرٛینہِ ہٕنٛدٮ۪ن کوچ چمبرن چھےٚ واریاہ پرٛٲنۍ تٲریٖخ، تہٕ یمن ہٕنٛز پیٖچیٖدٕ کٲرۍ گٔری چھےٚ پرٛانہِ لازوال دٔلیٖلہٕ بیان کران۔","general"
"Tourism emerged as the largest global industry of the 20th century and is projected to grow even faster in the 21st century.","سیاحت اُبھرییہِ وُہمہِ صٔدی ہٕنٛزِ اكھ بٕڈ عالمی صنعت بنِتھ تہٕ اکوُہِمہِ صٔدی منٛز چھُ امہِ کہِ زیٛادٕ تیزی سان بڑنُک اِمکان ۔","general"
"Other actors he has frequently collaborated with include Rekha, Madhuri Dixit, Anil Kapoor, Shah Rukh Khan, and Amrish Puri.","باقٕے اداکار یِمَن سۭتہِ تٔمہِ اکثر تعاون کوٚر تِمَن مَنٛز چھِ ریکھا، مادھری دِکھشت، انیل کپوُر، شاہ رٗخ خان، تہٕ امریش پوری شٲمِل۔","general"
"In 2011, Kashyap directed That Girl in Yellow Boots, a thriller starring Kalki Koechlin who also co-wrote the film with him.","2011 ہس منٛز کٔراکہِ تھرٛلر فِلِمہِ کَشَپن دیٹ گٔرل اِن یٮ۪لوو بوٗٹس فِلمہِ ہنزہٮ۪دایت کٲری، ،یتھ منٛز کالکی کوچلِن اداکٲری کٔر ییمہِ أمِس سۭتہِ یہ فِلِم لیٖچھمٕژ تہِ ٲس ۔","general"
"In other cases, the helicopter has been used solely for sensing and rocket-delivered torpedoes have been used as the weapon.","بیٚین معاملن منٛز چھُ ہیٚلی کاپٹر پورٕ پٲٹھہِ نظر گٗزر تھونہٕ خٲطرٕ استعمال کرنہٕ آمُت تہٕ راکٮ۪ٹو ذٔریعہ چلاونہٕ ینہٕ وٲلہِ تارپیٖڈو چھِ ہتھیارن ہندِ پٲٹھہِ استعمال کرنہٕ آمٕتہِ ۔","general"
"There are hundreds of handsets in the market, and they differ by screen size and supported technologies (e.g. MMS, WAP 2.0).","بازرَس مَنٛز چھِ ہَتہٕ بٔدۍ ہینڈ سیٹ، تہٕ تِم چھِ سکرینٕکۍ سائز تہٕ معاون ٹیکنالوجیہِ (یِتھ کٔنۍ زَن ایم ایم ایس، ڈبلٮ۪و اے پی 2.0) لحاظ سۭتۍ مُختٔلِف۔","general"
"Unani was well-received in the Hyderabad region and among Muslims, while Homeopathy was highly popular in Bengal and Odisha.","حیدرآباد کِس علاقَس تہٕ مسلمانَن مَنٛز آو یونانی یس زبردست استقبال کرنہٕ، ییٚلہِ زَن بنگال تہٕ اڈیشہ ہَس مَنٛز ہومیوپیتھی واریٛاہ مقبوُل ٲس ۔","general"
"In the past, surcharges on direct taxes have generally been levied to meet the revenue needs arising from natural calamities.","قدرتی آفاتو كِنہِ پٲدٕ گژھن واجنہِ ضروریات پورٕ کرنہٕ باپتھ اوس پتھ کالہِ سیدِ سیود ٹیکسن پٮ۪ٹھ ہُریمانہٕ پونسہٕ کھالنہٕ یِوان۔","general"
"The Charaka Samhita and Sushruta Samhita, developed around 2500 BC, are the main treatises of Ayurveda fully available today.","چرک سمہِتا تہٕ سُشرُتا سمہِتا، یم لگ بگ 2500 قبٕل مٔسیٖح منٛز بناونہٕ آیہ، چھِ آیورویدٕکہِ اصلی مقالہٕ یم وٗنكین پوٗرٕ پٲٹھہِ دٔستِیاب چھِ ۔","general"
"These are produced through biological processes rather than fuel produced by geological processes such as coal and petroleum.","یِم چھِ بہٕ نیسبت جیولوجیکل عملہِ سۭتہِ پٲدٕ گژھن والہِ بالن مِشالے كولہٕ تہٕ پٮ۪ٹرولیم بجاے حیاتیٲتی عملہِ سۭتہِ پٲدٕ کرنہٕ یِوان ۔","general"
"A short passage near the end addresses the larger concerns of warfare and explains the various uses of war elephants and men.","انٛدس پٮ۪ٹھ چھُ اکھ لۄکُٹ حِصہٕ جنٛگٕکہِ بٔڑۍ خدشہٕ دوٗر کران، تہٕ جنٛگی ہسٮ۪ن تہٕ نفرن ہٕنٛدِ وارِیاہن استعمالٕن ہنز وضاحت کران۔","general"
"The SI-derived unit for measuring the catalytic activity of a catalyst is the katal, which is quantified in moles per second.","ایس آیہ ین چھٖ كیٹلِسٹ عملانگیزیمیننہٕ باپت اِكٲیی كٹال بدِ كٕڈمٕژ ،، یمِیوٗك مٮ۪قدار مولز فی سٮ۪کنٛڈ چھٗ ۔","general"
"Unlike a traditional incandescent lamp, an LED will only light when voltage is applied in the forward direction of the diode.","روایتی دزونہِ بٕتہِ برعکس، چھٖ اكھ ایل ای ڈی صرف تمہِ وِز دزان ییلہِ ڈائیوڈ چہِ برونٛہمس سمتس مَنٛز وولٹیج دِنہٕ یی۔","general"
"A generic version of Tamiflu (Oseltamivir) was made available in the Indian market after several months of swine flu attacks.","ٹیمیفلوُک (اوسلٹیمِویر) اکھ عام ورجَن اوس سوائن فلوُک واریاہَن ریتَن ہِنٛدۍ حملہٕ پتہٕ ہندوستٲنۍ بازارَس مَنٛز دستِیاب کرناونہٕ آمُت۔","general"
"He started selling flowers at the Dadar railway station in Mumbai and eventually managed to own two flower shops in the city.","تٔمہِ كو٘ر مٗمبیہِ کِس دادر ریلوے سٹیشنَس پٮ۪ٹھ پوش کٕنٕنہِ شروع تہٕ ٲخٕر کار گوٚو شہرَس مَنٛز زٕ پوشہِ وان تر٘اونس مَنٛز کامیاب۔","general"
"She paired with Saketh Myneni to beat China's Hsien Yin Peng and Chan Hao-ching and win gold in the mixed doubles tournament.","ساکیتھ مائنینیَس سۭتہِ جوُرِ بنٲوِتھ ہارنٲوِ تمہِ چینٕکہِ سین ین پینگ تہٕ چان ہاؤ چِنگ تہٕ زیٖوٗنُن مکسڈ ڈبلز ٹورنامنٹَس مَنٛزگولڑ ۔","general"
"In 1912, Dadasaheb Phalke produced the first Indian animation movie, which was followed by a hiatus that lasted over 40 years.","1912 ہَس مَنٛز بنٲو دادا صاحب پھالکے یَن گۄڈٕنٕچ ہندوستٲنۍ اینمیشن فلم، یمہِ پتہٕ اکھ وقفہٕ آو یُس 40 وریِو کھۄتہٕ زیٛادٕ کالس روُد ۔","general"
"ICAR has targeted to develop 30 processable varieties of field and horticultural crops by the year 2024 to substitute imports.","آئی سی اے آرَن چھُ ؤری 2024 ہَس تام کَھہہ تہٕ بٲغوٲنی فصلن ہندِ 30 قٲبلِ عمل قۭسمہٕ تیار کرنُک مَقصَد بطوردَرآمدٗك مٗتبٲدِل بنوومُت ۔","general"
"Kerala has been included in the top 50 tourist destinations for a once-in-a-lifetime visit by the National Geographic Channel.","نیشنل جیوگرافک چینلِہ طرفہٕ چھُ زندگی مَنٛز اکہِ لٹہِ دورٕ خٲطرٕ کیرالہ خاص 50 ہن سیاحتی مقامَن مَنٛز شٲمِل آمُت کرنہٕ۔","general"
"The European colonizers created an architecture that symbolized their mission of conquest, dedicated to the state or religion.","یورپی نوآبادیاتَ بناون والیو كور اکھ تِیوٗتھ فن تعمیر پٲدٕ یُس تہنٛدِ فتحٕچہِ مٗہِمہِ ہنز مٗلك یا مذہبس وقف علامت اوس۔","general"
"Business services: 630,000 registered companies, equal to 10.3% of the entrepreneurial fabric, with over 2,800,000 work units.","کارٕبٲرِ خدمات: 630,000 رجسٹرڈ کمپٔنِی ، کارٕبٲرِ یینہِ ووننہٕ كین %10.3 ین برابر، یتھ منز 2,800,000 كامہِ ہنزٕ اِكٲیی چھے٘ ۔","general"
"If a wheat crop is destroyed by a pest, we may plant a hardier variety of wheat next year, relying on intraspecific diversity.","اگر کٕنٕکٕٗك فصل کیٚمیو سۭتہِ تباہ گژھہِ ، أسہِ ہیٚکو نوِ ورِیہِ غٲر مخصوص وكھرگی پیٹھ انحصار كرِتھ ، کٕنکُک سخت قٕسم ووِتھ ۔","general"
"Two prints, each carrying either the right or left eye view, had to be synced up in projection using an external selsyn motor.","زٕ چھاپ ، یمو منٛز پرٛٮ۪تھ اکھ یا تہِ دٔچھنہِ یا کھوورِ اچھ ہُنٛد نظارٕ چھُ ہاوان، پیٚیہِ أکہِ بیٖروٗنی سیلسین موٹرُک استعمال کٔرِتھ ہاونس منز اِكوٹہٕ رلاوٕنہِ ۔","general"
"India has 7,516 kilometres (4,670 mi) of marine coastline, 3,827 fishing villages, and 1,914 traditional fish landing centers.","ہِندوستانس منٛز چھِ 7,516 کِلوٗمیٖٹر (4,670 میٖل) سوٚدرٕ بوٚٹھ، 3,827 گاڑٕ ہٲنٛزن ہٕنٛدِ گام، تہٕ 1,914 رٮ۪وٲیتی گاڑٕ جمع کرنٕکہِ مرکز۔","general"
"In 2021, Bangladesh provided a US$200 million loan to Sri Lanka and a US$7.7 million donation to Sudan as economic assistance.","2021 ہَس منز دِیُت بنگلہ دیشَن سری لنکا ہَس 200 ملین امریکی ڈالر قَرضہٕ تہٕ سوڈانَس 7.7 ملین امریکی ڈالر بطور معٲشی اِمداد۔","general"
"Adultery is considered immoral by Christians and a sin, based primarily on passages like Exodus 20:14 and 1 Corinthians 6:910.","عیسایو دٕسہِ چھٗ زِناہ غٲر اخلٲقی ماننہٕ یوان ،یہِ زن بٗنیٲدی طور ایكسوڈس 20:14 تہٕ 1 كورِنتھینز 6:910 ہس پیٹھ مبنی چھٗ ۔","general"
"In 2009, he became the vice president of the profitable Gujarat Cricket Association (GCA), while Modi served as its president.","2009 وَس مَنٛز بنیو سُہ مُنافہٕ بخش گجرات کرکٹ ایسوسیشنُک (جی سی اے) نائب صدر، ییٚلہِ زن مودی امیُوک صَدٕر بنیٚو۔","general"
"She holds the national record for having the most medals at the senior level in the National Championships for one state team.","سۄ چھِ أکِہِ ریاستی ٹیمہٕ خٲطرٕ قومی چیمپئن شپَس مَنٛز سینئر سطحس پٮ۪ٹھ ساروی کھۄتہٕ زیادٕ تمغہٕ حٲصل کرنُک قومی ریکارڈ تھوان۔","general"
"In these verses, Zarathustra chooses to be like Spenta Mainyu, who is equated with the highest that any human mind can achieve.","یِمَن آیاتَن مَنٛزچھُ زرتٗشت سپینٹا مینیو ہِیوٗ بنُن ژاران ، یُس تیژِ بٗلندی برابر ماننہٕ یوان چھٗ یو٘ت نہٕ كاہنہہ اسنٲنی ذحن وٲتِتھ ہیكہِ ۔","general"
"Then there was a bastard king, Darius Nothos; Nothos means the son of somebody who is illegitimate, like William the Conqueror.","پتہٕ اوس تتہِ اکھ حرام زاد بادشاہ، دیرِیَس نوتھوس؛ نوتھوسُک مطلب چھُ کٲنٛسہِ یِتھِس نفرٕ سُنٛد نیچو یُس ناجٲئز چھُ، یِتھ کٔنہِ زَن ولیم دے٘ كانكویرر۔","general"
"In team games, a group of individuals on the same team work together to achieve the objective of being the winners of the game.","ٹیم گیمن مَنٛز اَکے ٹیمٕک نفر چھِ کھیل زیننُک مقصد حٲصِل کرنہٕ خٲطرٕ یکوَٹہٕ کٲم کران۔","general"
"On April 2, 2020, Dagens Eko reported that COVID-19 had spread significantly in retirement homes in at least 90 municipalities.","2 اپریل 2020 ، دیُت ڈیگنس ایکو وَن اطلاع زِ کووِڑ-19 چھُ کم کھۄتہٕ کم 90 میونسپلٹین مَنٛز ریٹائرمنٹ گرَن مَنٛز نٔنۍ پٲٹھۍ پٔھہلوومُت۔","general"
"An international cargo hub project, the Multi-modal International Cargo Hub and Airport at Nagpur, (MIHAN), has been developed.","اکھ بین الاقوٲمی کارگو ہب پروجیکٹ، ملٹی ماڈل انٹرنیشنل کارگو ہب تہٕ ہوٲئی اڈٕ ناگپور، (ایم ایی ایچ اے این) چھِ تیار آمُت کرنہٕ۔","general"
"Rendering prompt justice is the foremost purpose of the constitution, as enshrined in the Preamble to the Constitution as well.","فوری اِنصافٕچ فرٲہمی چھےٚ ٲییٖنُک اولین مقصد، یتھ کٔنہِ ٲییٖن كِس تمہیٖدِس منٛز تہِ درٕج چھُ ۔","general"
"Another Buddhist ritual that includes reenactments of the Buddha life myth is the ritual of the consecration of a Buddha image.","بُدھ متُک بیٚاكھ اکھ رسٕم یتھ منٛز بُدھ سٕنٛزِ زنٛدگی ہٕنٛدٮ۪ن افسانن ہٕنٛز دُبارٕ تخلیٖق شٲمِل چھےٚ، چھٗ بُدھ سٕنٛز تصویٖر مقدس بناونُک رسم ۔","general"
"The model's equations determine the level of supply and demand as a function of price and other variables (for example, income).","نموُنٕكہِ مٗتواضنات چھِ فراہمی تہٕ منگہِ ہنز سطح بطور قٲمت تہٕ باقٕٕیہ تبدیلی پزیر (مِثالے، آمدٔنی) ٗہند عمل تیہ كران ۔","general"
"Jersey cows produce milk having about 5 percent fat content, while the milk of Holstein-Friesian contains about 3.5 percent fat.","جرسی گاوٕ چھِ تقریباً 5 فیصد چربی دار دۄد دِوان، ییٚلہِ زَن ہولسٹین فریزئین سٕنٛدِس دۄدَس مَنٛز چھُ تقریباً 3.5 فیصد چربی آسان۔","general"
"A battle-hardened and rebellious Indian Army officer goes in search of his ex-girlfriend's child, who is mysteriously kidnapped.","اکھ جنٛگجوُ تہٕ بٲغی بھارتی فوٗجی افسر چھُ پننٛہ پرٛانہِ ویٚسہِ ہُنٛد شُر ژھانٛڈنہِ نیران، یُس پٗراشرار پٲٹھہِ اغوا كرنہٕ آمٗت چھُ ۔","general"
"Here 35 British soldiers of Her Majesty's 24th Regiment of Foot (South Wales Borderers) were killed by mutineers on 7 July 1857.","اتہِ آیہِ 7 جولاے 1857 کہِ دۄہ ہر میجسٹی ہٕنز ژوٚوُہِمہِ رجمنٛٹ آف فُٹٕکۍ (ساوتھ ویلز بارڈٲرس) 35 برطانوی فوٗجی بغاوت کرن والین ہٕنٛدیو اتھو مارنہٕ۔","general"
"The most important sources are local atmospheric effects, such as haze, smoke, or cumulus clouds in an otherwise clear-sky scene.","ساروٕیہ کھۄتہٕ اَہَم آگر چھِ مقٲمی ماحولیٲتی اثر، یتھ کٔنہِ زَن ویسے صاف نبس پیٹھ وُنَل، دٕہ، یا سموٗن اوٚبُر ۔","general"
"The tableau of Goa showcases religious harmony by focusing on the Deepastambha, the Cross, and Ghode Modni followed by a chariot.","گوا ہچہِ جھانكی چھِ دیپ ستمبھ، کراس تہٕ گھوڑے موڈنی پٮ۪ٹھ توجہ مرکوز کٔرِتھ مذہبی ہم آہنگی ظٲہر کران یتھ پتہٕ اکھ ٹانٛگہٕ چھُ ۔","general"
"Before 2013, Indian companies were not allowed to list their securities internationally without first completing an IPO in India.","2013 برونٛہہ اوس نہٕ ہندوستٲنہِ کمپنین ہندوستانَس مَنٛز گۄڈنیتھ آئی پی او پوٗرٕ کرنہٕ ورٲیہ بین الاقوٲمی سطحس پٮ۪ٹھ پنٕنہِ سِکیورٹی فِہرسَتس منزشٲمِل كرنٗك اِجازت ۔","general"
"Potatoes mixed in masalas, coated in besan batter and deep fried to perfection form this delicious and famous dish of Maharashtra.","مسالہٕ ترٛٲوِتھ بیسن مٔتھِتھ تہٕ وارٕ تٔلِتھ ٲلوٕ چھِ مہراشٹرٛا ہُک اکھ مزٕ دار تہٕ مہشوٗر سیُن۔","general"
"Similarly, forest land that is currently dominated by lower-valued species may become more valuable in the future, and vice versa.","یتھہٕ پٲٹھہِ ، جنگلٕچ زمیٖن یتھ پٮ۪ٹھ فلحال کم مو٘لہٕ وٲلہِ نَسٕل برونٛہہ کُن زیٛادٕ قۭمتی ، تہٕ اتھ برعکس بنِتھ ہیكن ۔۔","general"
"Though prices have declined since then, they are already about double the lows reached in the wake of the global financial crisis.","حالانكہِ امہِ پتہٕ چھِ قٲمتن منٛز كمی آمٕژ ، تِم چھِ گۄڑیہ عالمی مالیٲتی بحران كِنہِ امہِ كمی كھوتہٕ دوگنہٕ بڈراونس تیار ۔","general"
"Human safety mainly focuses on the health, hygiene, and environment of all people, including customers, employees, and management.","انسٲنی حفاظت چھِ بنیٲدی طور ،صارفیٖنَن، ملٲزمَن تہٕ انتظٲمیہ ہیتھ تمام لوٗکن ہٕنٛدِس صحتس،صاف صفٲیی تہٕ ماحولِیاتس بٮ۪ٹھ مرکوٗز۔","general"
